route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,peak_offpeak
3,246076224607624,246076224607624+1204991+0,Grand Central,1393,1,,5,1,0
3,246076224607624,246076224607624+1204994+0,Stamford,1394,0,,16,1,0
3,246076224607624,246076224607624+1205000+0,Grand Central,1395,1,,5,1,0
3,246076224607624,246076224607624+1205005+0,Grand Central,1397,1,,5,1,0
3,246076224607624,246076224607624+1205009+0,Stamford,1398,0,,16,1,0
3,246076224607624,246076224607624+1205013+0,Grand Central,1399,1,,5,1,0
3,246076224607624,246076224607624+1205021+0,New Haven,1402,0,,16,1,0
3,246076224607624,246076224607624+1205024+0,Stamford,1404,0,,16,1,0
3,246076224607624,246076224607624+1205027+1,Stamford,1406,0,,16,1,1
3,246076224607624,246076224607624+1205030+1,Grand Central,1407,1,,5,1,1
3,246076224607624,246076224607624+1205033+1,Stamford,1408,0,,16,1,1
3,246076224607624,246076224607624+1205037+1,Grand Central,1409,1,,5,1,1
3,246076224607624,246076224607624+1205040+1,Stamford,1410,0,,16,1,1
3,246076224607624,246076224607624+1205043+0,New Haven,1416,0,,16,1,0
3,246076224607624,246076224607624+1205050+1,Grand Central,1417,1,,5,1,1
3,246076224607624,246076224607624+1205052+1,Grand Central,1419,1,,5,1,1
3,246076224607624,246076224607624+1205054+1,Grand Central,1427,1,,5,1,1
3,246076224607624,246076224607624+1205056+1,Grand Central,1429,1,,5,1,1
3,246076224607624,246076224607624+1205059+1,Grand Central,1431,1,,5,1,1
3,246076224607624,246076224607624+1205064+1,Grand Central,1433,1,,5,1,1
3,246076224607624,246076224607624+1205069+1,Grand Central,1437,1,,5,1,1
3,246076224607624,246076224607624+1205071+1,South Norwalk,1442,0,,16,1,1
3,246076224607624,246076224607624+1205077+0,Grand Central,1445,1,,5,1,0
3,246076224607624,246076224607624+1205080+1,Bridgeport,1456,0,,16,1,1
3,246076224607624,246076224607624+1205087+1,South Norwalk,1458,0,,16,1,1
3,246076224607624,246076224607624+1205091+1,Bridgeport,1470,0,,16,1,1
3,246076224607624,246076224607624+1205093+0,Grand Central,1471,1,,5,1,0
3,246076224607624,246076224607624+1205097+0,Grand Central,1473,1,,5,1,0
3,246076224607624,246076224607624+1205101+0,Grand Central,1497,1,,5,1,0
3,246076224607624,246076224607624+1205106+0,New Haven,1500,0,,16,1,0
3,246076224607624,246076224607624+1205111+0,New Haven,1502,0,,16,1,0
3,246076224607624,246076224607624+1205115+0,Grand Central,1503,1,,5,1,0
3,246076224607624,246076224607624+1205118+0,New Haven-State St,1504,0,,16,1,0
3,246076224607624,246076224607624+1205121+1,New Haven-State St,1506,0,,16,1,1
3,246076224607624,246076224607624+1205126+1,Grand Central,1507,1,,5,1,1
3,246076224607624,246076224607624+1205131+1,New Haven,1508,0,,16,1,1
3,246076224607624,246076224607624+1205134+1,Grand Central,1509,1,,5,1,1
3,246076224607624,246076224607624+1205139+1,New Haven-State St,1510,0,,16,1,1
3,246076224607624,246076224607624+1205143+1,Grand Central,1511,1,,5,1,1
3,246076224607624,246076224607624+1205146+1,New Haven,1512,0,,16,1,1
3,246076224607624,246076224607624+1205149+1,Grand Central,1513,1,,5,1,1
3,246076224607624,246076224607624+1205152+1,New Haven-State St,1514,0,,16,1,1
3,246076224607624,246076224607624+1205156+0,New Haven,1516,0,,16,1,0
3,246076224607624,246076224607624+1205161+1,Grand Central,1517,1,,5,1,1
3,246076224607624,246076224607624+1205165+0,New Haven-State St,1518,0,,16,1,0
3,246076224607624,246076224607624+1205170+0,New Haven,1520,0,,16,1,0
3,246076224607624,246076224607624+1205175+0,New Haven,1522,0,,16,1,0
3,246076224607624,246076224607624+1205180+0,New Haven,1524,0,,16,1,0
3,246076224607624,246076224607624+1205184+1,Grand Central,1525,1,,5,1,1
3,246076224607624,246076224607624+1205188+0,New Haven,1526,0,,16,1,0
3,246076224607624,246076224607624+1205193+0,New Haven,1528,0,,16,1,0
3,246076224607624,246076224607624+1205196+1,Grand Central,1529,1,,5,1,1
3,246076224607624,246076224607624+1205200+0,New Haven,1530,0,,16,1,0
3,246076224607624,246076224607624+1205203+1,Grand Central,1531,1,,5,1,1
3,246076224607624,246076224607624+1205208+0,New Haven,1532,0,,16,1,0
3,246076224607624,246076224607624+1205212+1,Grand Central,1533,1,,5,1,1
3,246076224607624,246076224607624+1205215+0,New Haven,1534,0,,16,1,0
3,246076224607624,246076224607624+1205220+1,Grand Central,1535,1,,5,1,1
3,246076224607624,246076224607624+1205223+0,New Haven,1536,0,,16,1,0
3,246076224607624,246076224607624+1205228+1,Grand Central,1537,1,,5,1,1
3,246076224607624,246076224607624+1205230+0,New Haven,1538,0,,16,1,0
3,246076224607624,246076224607624+1205235+1,Grand Central,1539,1,,5,1,1
3,246076224607624,246076224607624+1205237+0,New Haven,1540,0,,16,1,0
3,246076224607624,246076224607624+1205241+0,Grand Central,1541,1,,5,1,0
3,246076224607624,246076224607624+1205244+1,New Haven,1542,0,,16,1,1
3,246076224607624,246076224607624+1205249+1,New Haven,1544,0,,16,1,1
3,246076224607624,246076224607624+1205254+0,Grand Central,1545,1,,5,1,0
3,246076224607624,246076224607624+1205259+1,New Haven,1546,0,,16,1,1
3,246076224607624,246076224607624+1205264+1,New Haven,1548,0,,16,1,1
3,246076224607624,246076224607624+1205270+0,Grand Central,1549,1,,5,1,0
3,246076224607624,246076224607624+1205275+0,Grand Central,1551,1,,5,1,0
3,246076224607624,246076224607624+1205278+1,New Haven,1552,0,,16,1,1
3,246076224607624,246076224607624+1205283+0,Grand Central,1553,1,,5,1,0
3,246076224607624,246076224607624+1205288+1,New Haven,1554,0,,16,1,1
3,246076224607624,246076224607624+1205294+0,Grand Central,1555,1,,5,1,0
3,246076224607624,246076224607624+1205299+1,New Haven,1556,0,,16,1,1
3,246076224607624,246076224607624+1205304+0,Grand Central,1557,1,,5,1,0
3,246076224607624,246076224607624+1205309+0,Grand Central,1559,1,,5,1,0
3,246076224607624,246076224607624+1205312+1,New Haven,1560,0,,16,1,1
3,246076224607624,246076224607624+1205314+0,Grand Central,1561,1,,5,1,0
3,246076224607624,246076224607624+1205319+1,New Haven,1562,0,,16,1,1
3,246076224607624,246076224607624+1205325+0,Grand Central,1563,1,,5,1,0
3,246076224607624,246076224607624+1205330+0,Grand Central,1565,1,,5,1,0
3,246076224607624,246076224607624+1205335+0,Grand Central,1567,1,,5,1,0
3,246076224607624,246076224607624+1205341+1,New Haven,1568,0,,16,1,1
3,246076224607624,246076224607624+1205343+0,Grand Central,1569,1,,5,1,0
3,246076224607624,246076224607624+1205348+1,New Haven,1570,0,,16,1,1
3,246076224607624,246076224607624+1205353+0,Grand Central,1571,1,,5,1,0
3,246076224607624,246076224607624+1205358+1,New Haven,1572,0,,16,1,1
3,246076224607624,246076224607624+1205360+0,Grand Central,1573,1,,5,1,0
3,246076224607624,246076224607624+1205363+1,New Haven,1574,0,,16,1,1
3,246076224607624,246076224607624+1205368+0,Grand Central,1575,1,,5,1,0
3,246076224607624,246076224607624+1205373+1,New Haven,1576,0,,16,1,1
3,246076224607624,246076224607624+1205378+0,Grand Central,1577,1,,5,1,0
3,246076224607624,246076224607624+1205383+1,New Haven,1578,0,,16,1,1
3,246076224607624,246076224607624+1205386+0,Grand Central,1579,1,,5,1,0
3,246076224607624,246076224607624+1205391+0,Grand Central,1581,1,,5,1,0
3,246076224607624,246076224607624+1205394+0,New Haven,1582,0,,16,1,0
3,246076224607624,246076224607624+1205400+0,Grand Central,1583,1,,5,1,0
3,246076224607624,246076224607624+1205403+0,New Haven,1584,0,,16,1,0
3,246076224607624,246076224607624+1205406+0,New Haven,1586,0,,16,1,0
3,246076224607624,246076224607624+1205411+0,Grand Central,1587,1,,5,1,0
3,246076224607624,246076224607624+1205416+0,New Haven,1588,0,,16,1,0
3,246076224607624,246076224607624+1205422+0,New Haven,1590,0,,16,1,0
3,246076224607624,246076224607624+1205428+0,Grand Central,1591,1,,5,1,0
3,246076224607624,246076224607624+1205433+0,New Haven,1592,0,,16,1,0
3,246076224607624,246076224607624+1205439+0,New Haven,1594,0,,16,1,0
3,246076224607624,246076224607624+1205443+0,Grand Central,1595,1,,5,1,0
3,246076224607624,246076224607624+1205448+0,Grand Central,1597,1,,5,1,0
3,246076224607624,246076224607624+1205453+0,New Haven,1598,0,,16,1,0
3,246076224607624,246076224607624+1205460+0,Grand Central,1599,1,,5,1,0
4,246076224607624,246076224607624+1205467+1,Grand Central,1707,1,,8,1,1
4,246076224607624,246076224607624+1205471+1,New Canaan,1710,0,,19,1,1
4,246076224607624,246076224607624+1205476+1,Grand Central,1711,1,,8,1,1
4,246076224607624,246076224607624+1205479+1,New Canaan,1712,0,,19,1,1
4,246076224607624,246076224607624+1205482+0,New Canaan,1716,0,,19,1,0
4,246076224607624,246076224607624+1205485+0,New Canaan,1718,0,,19,1,0
4,246076224607624,246076224607624+1205488+1,Grand Central,1723,1,,8,1,1
4,246076224607624,246076224607624+1205492+0,New Canaan,1726,0,,19,1,0
4,246076224607624,246076224607624+1205495+0,New Canaan,1730,0,,19,1,0
4,246076224607624,246076224607624+1205498+1,Grand Central,1731,1,,8,1,1
4,246076224607624,246076224607624+1205501+0,New Canaan,1734,0,,19,1,0
4,246076224607624,246076224607624+1205504+1,Grand Central,1735,1,,8,1,1
4,246076224607624,246076224607624+1205507+0,New Canaan,1738,0,,19,1,0
4,246076224607624,246076224607624+1205510+0,New Canaan,1740,0,,19,1,0
4,246076224607624,246076224607624+1205516+0,Stamford,1745,1,,8,1,0
4,246076224607624,246076224607624+1205519+1,New Canaan,1750,0,,19,1,1
4,246076224607624,246076224607624+1205523+0,Stamford,1751,1,,8,1,0
4,246076224607624,246076224607624+1205526+1,New Canaan,1752,0,,19,1,1
4,246076224607624,246076224607624+1205530+0,Stamford,1755,1,,8,1,0
4,246076224607624,246076224607624+1205533+1,New Canaan,1758,0,,19,1,1
4,246076224607624,246076224607624+1205537+0,Stamford,1763,1,,8,1,0
4,246076224607624,246076224607624+1205540+0,Stamford,1767,1,,8,1,0
4,246076224607624,246076224607624+1205543+1,New Canaan,1770,0,,19,1,1
4,246076224607624,246076224607624+1205547+0,Stamford,1771,1,,8,1,0
4,246076224607624,246076224607624+1205550+1,New Canaan,1774,0,,19,1,1
4,246076224607624,246076224607624+1205554+0,Grand Central,1775,1,,8,1,0
4,246076224607624,246076224607624+1205558+0,Grand Central,1777,1,,8,1,0
4,246076224607624,246076224607624+1205562+1,New Canaan,1778,0,,19,1,1
4,246076224607624,246076224607624+1205571+0,Stamford,1787,1,,8,1,0
4,246076224607624,246076224607624+1205578+0,New Canaan,1794,0,,19,1,0
4,246076224607624,246076224607624+1205585+0,New Canaan,1798,0,,19,1,0
5,246076224607624,246076224607624+1205590+0,Danbury,1806,0,,21,1,0
5,246076224607624,246076224607624+1205593+1,Grand Central,1811,1,,10,1,1
5,246076224607624,246076224607624+1205596+0,Danbury,1812,0,,21,1,0
5,246076224607624,246076224607624+1205601+1,Grand Central,1819,1,,10,1,1
5,246076224607624,246076224607624+1205605+0,Danbury,1822,0,,21,1,0
5,246076224607624,246076224607624+1205608+0,Danbury,1830,0,,21,1,0
5,246076224607624,246076224607624+1205611+1,Grand Central,1831,1,,10,1,1
5,246076224607624,246076224607624+1205614+1,South Norwalk,1837,1,,10,1,1
5,246076224607624,246076224607624+1205617+0,Danbury,1838,0,,21,1,0
5,246076224607624,246076224607624+1205620+1,Grand Central,1841,1,,10,1,1
5,246076224607624,246076224607624+1205624+0,Danbury,1844,0,,21,1,0
5,246076224607624,246076224607624+1205627+1,Danbury,1848,0,,21,1,1
5,246076224607624,246076224607624+1205630+0,Stamford,1849,1,,10,1,0
5,246076224607624,246076224607624+1205633+0,South Norwalk,1855,1,,10,1,0
5,246076224607624,246076224607624+1205636+1,Danbury,1860,0,,21,1,1
5,246076224607624,246076224607624+1205642+0,South Norwalk,1867,1,,10,1,0
5,246076224607624,246076224607624+1205645+1,Danbury,1868,0,,21,1,1
5,246076224607624,246076224607624+1205650+0,Danbury,1874,0,,21,1,0
5,246076224607624,246076224607624+1205653+0,South Norwalk,1875,1,,10,1,0
5,246076224607624,246076224607624+1205656+0,South Norwalk,1881,1,,10,1,0
5,246076224607624,246076224607624+1205659+0,Danbury,1882,0,,21,1,0
5,246076224607624,246076224607624+1205665+0,Stamford,1889,1,,10,1,0
5,246076224607624,246076224607624+1205668+0,Danbury,1894,0,,21,1,0
5,246076224607624,246076224607624+1205671+0,South Norwalk,1897,1,,10,1,0
6,246076224607624,246076224607624+1205674+0,Waterbury,1902,0,,22,1,0
6,246076224607624,246076224607624+1205677+0,Waterbury,1908,0,,22,1,0
6,246076224607624,246076224607624+1205680+1,Bridgeport,1911,1,,11,1,1
6,246076224607624,246076224607624+1205683+0,Waterbury,1916,0,,22,1,0
6,246076224607624,246076224607624+1205686+0,Waterbury,1922,0,,22,1,0
6,246076224607624,246076224607624+1205689+1,Bridgeport,1925,1,,11,1,1
6,246076224607624,246076224607624+1205692+0,Waterbury,1928,0,,22,1,0
6,246076224607624,246076224607624+1205695+1,Bridgeport,1935,1,,11,1,1
6,246076224607624,246076224607624+1205698+0,Waterbury,1936,0,,22,1,0
6,246076224607624,246076224607624+1205701+0,Waterbury,1942,0,,22,1,0
6,246076224607624,246076224607624+1205704+0,Bridgeport,1949,1,,11,1,0
6,246076224607624,246076224607624+1205707+0,Waterbury,1956,0,,22,1,0
6,246076224607624,246076224607624+1205710+0,Bridgeport,1957,1,,11,1,0
6,246076224607624,246076224607624+1205713+0,Bridgeport,1965,1,,11,1,0
6,246076224607624,246076224607624+1205716+0,Bridgeport,1973,1,,11,1,0
6,246076224607624,246076224607624+1205719+0,Waterbury,1974,0,,22,1,0
6,246076224607624,246076224607624+1205722+0,Bridgeport,1979,1,,11,1,0
6,246076224607624,246076224607624+1205725+0,Bridgeport,1985,1,,11,1,0
6,246076224607624,246076224607624+1205728+0,Waterbury,1990,0,,22,1,0
6,246076224607624,246076224607624+1205731+0,Bridgeport,1991,1,,11,1,0
6,246076224607624,246076224607624+1205734+0,Bridgeport,1995,1,,11,1,0
6,246076224607624,246076224607624+1205737+0,Bridgeport,1997,1,,11,1,0
2,246076224607624,246076224607624+1206185+1,Grand Central,304,1,,3,1,1
2,246076224607624,246076224607624+1206189+1,Grand Central,306,1,,3,1,1
2,246076224607624,246076224607624+1206192+1,North White Plains,307,0,,14,1,1
2,246076224607624,246076224607624+1206197+1,Grand Central,308,1,,3,1,1
2,246076224607624,246076224607624+1206200+1,North White Plains,309,0,,14,1,1
2,246076224607624,246076224607624+1206205+1,Grand Central,310,1,,3,1,1
2,246076224607624,246076224607624+1206210+1,Grand Central,312,1,,3,1,1
2,246076224607624,246076224607624+1206213+1,Grand Central,314,1,,3,1,1
2,246076224607624,246076224607624+1206216+1,Grand Central,316,1,,3,1,1
2,246076224607624,246076224607624+1206221+1,Grand Central,324,1,,3,1,1
2,246076224607624,246076224607624+1206225+1,Grand Central,326,1,,3,1,1
2,246076224607624,246076224607624+1206229+1,Grand Central,328,1,,3,1,1
2,246076224607624,246076224607624+1206233+1,Grand Central,330,1,,3,1,1
2,246076224607624,246076224607624+1206237+1,Grand Central,332,1,,3,1,1
2,246076224607624,246076224607624+1206241+0,Grand Central,334,1,,3,1,0
2,246076224607624,246076224607624+1206246+0,North White Plains,343,0,,14,1,0
2,246076224607624,246076224607624+1206251+0,North White Plains,345,0,,14,1,0
2,246076224607624,246076224607624+1206256+1,North White Plains,349,0,,14,1,1
3,246076224607624,246076224607624+1206261+1,Grand Central,3507,1,,5,1,1
2,246076224607624,246076224607624+1206264+1,Crestwood,351,0,,14,1,1
3,246076224607624,246076224607624+1206266+1,Grand Central,3511,1,,5,1,1
2,246076224607624,246076224607624+1206270+1,North White Plains,353,0,,14,1,1
3,246076224607624,246076224607624+1206275+1,Grand Central,3537,1,,5,1,1
3,246076224607624,246076224607624+1206287+1,New Haven,3542,0,,16,1,1
3,246076224607624,246076224607624+1206292+1,New Haven,3546,0,,16,1,1
2,246076224607624,246076224607624+1206297+1,Crestwood,355,0,,14,1,1
3,246076224607624,246076224607624+1206303+1,New Haven,3568,0,,16,1,1
2,246076224607624,246076224607624+1206306+1,Crestwood,357,0,,14,1,1
2,246076224607624,246076224607624+1206315+1,North White Plains,359,0,,14,1,1
2,246076224607624,246076224607624+1206320+1,Crestwood,361,0,,14,1,1
2,246076224607624,246076224607624+1206325+1,North White Plains,363,0,,14,1,1
2,246076224607624,246076224607624+1206330+1,Crestwood,365,0,,14,1,1
2,246076224607624,246076224607624+1206341+1,Mt Vernon West,367,0,,14,1,1
2,246076224607624,246076224607624+1206349+0,Grand Central,368,1,,3,1,0
2,246076224607624,246076224607624+1206353+0,Grand Central,370,1,,3,1,0
2,246076224607624,246076224607624+1206357+1,North White Plains,373,0,,14,1,1
1,246076224607624,246076224607624+1206362+1,Grand Central,416,1,,1,1,1
1,246076224607624,246076224607624+1206365+1,Grand Central,426,1,,1,1,1
1,246076224607624,246076224607624+1206369+1,Grand Central,434,1,,1,1,1
1,246076224607624,246076224607624+1206372+1,Grand Central,436,1,,1,1,1
1,246076224607624,246076224607624+1206375+1,Grand Central,440,1,,1,1,1
1,246076224607624,246076224607624+1206379+0,Greystone,443,0,,12,1,0
2,246076224607624,246076224607624+1206389+1,Grand Central,4608,1,,3,1,1
1,246076224607624,246076224607624+1206392+1,Greystone,461,0,,12,1,1
2,246076224607624,246076224607624+1206402+1,Southeast,4649,0,,14,1,1
1,246076224607624,246076224607624+1206407+1,Greystone,465,0,,12,1,1
2,246076224607624,246076224607624+1206412+1,Southeast,4661,0,,14,1,1
1,246076224607624,246076224607624+1206417+1,Greystone,469,0,,12,1,1
1,246076224607624,246076224607624+1206425+0,Grand Central,4744,1,,1,1,0
1,246076224607624,246076224607624+1206434+0,Greystone,483,0,,12,1,0
2,246076224607624,246076224607624+1206445+1,Southeast,4908,1,,3,1,1
2,246076224607624,246076224607624+1206448+0,Wassaic,4949,0,,14,1,0
2,246076224607624,246076224607624+1206451+0,Wassaic,4961,0,,14,1,0
2,246076224607624,246076224607624+1206456+0,Grand Central,500,1,,3,1,0
2,246076224607624,246076224607624+1206473+0,North White Plains,501,0,,14,1,0
2,246076224607624,246076224607624+1206476+1,Grand Central,502,1,,3,1,1
2,246076224607624,246076224607624+1206484+1,North White Plains,503,0,,14,1,1
2,246076224607624,246076224607624+1206487+1,Grand Central,504,1,,3,1,1
2,246076224607624,246076224607624+1206491+1,North White Plains,505,0,,14,1,1
2,246076224607624,246076224607624+1206494+1,Grand Central,506,1,,3,1,1
2,246076224607624,246076224607624+1206498+1,North White Plains,507,0,,14,1,1
2,246076224607624,246076224607624+1206502+1,Grand Central,508,1,,3,1,1
2,246076224607624,246076224607624+1206505+1,North White Plains,509,0,,14,1,1
2,246076224607624,246076224607624+1206510+1,North White Plains,511,0,,14,1,1
2,246076224607624,246076224607624+1206514+1,Grand Central,512,1,,3,1,1
2,246076224607624,246076224607624+1206528+1,North White Plains,513,0,,14,1,1
2,246076224607624,246076224607624+1206531+1,Grand Central,514,1,,3,1,1
2,246076224607624,246076224607624+1206535+1,North White Plains,515,0,,14,1,1
2,246076224607624,246076224607624+1206538+0,North White Plains,517,0,,14,1,0
2,246076224607624,246076224607624+1206551+0,North White Plains,519,0,,14,1,0
2,246076224607624,246076224607624+1206558+1,Grand Central,520,1,,3,1,1
2,246076224607624,246076224607624+1206560+0,North White Plains,521,0,,14,1,0
2,246076224607624,246076224607624+1206565+1,Grand Central,522,1,,3,1,1
2,246076224607624,246076224607624+1206570+0,North White Plains,523,0,,14,1,0
2,246076224607624,246076224607624+1206576+0,North White Plains,525,0,,14,1,0
2,246076224607624,246076224607624+1206584+1,Grand Central,528,1,,3,1,1
2,246076224607624,246076224607624+1206591+0,North White Plains,529,0,,14,1,0
2,246076224607624,246076224607624+1206605+0,North White Plains,533,0,,14,1,0
2,246076224607624,246076224607624+1206610+1,Grand Central,534,1,,3,1,1
2,246076224607624,246076224607624+1206616+0,North White Plains,537,0,,14,1,0
2,246076224607624,246076224607624+1206629+0,Grand Central,538,1,,3,1,0
2,246076224607624,246076224607624+1206644+0,Grand Central,540,1,,3,1,0
2,246076224607624,246076224607624+1206649+0,North White Plains,541,0,,14,1,0
2,246076224607624,246076224607624+1206656+0,Grand Central,544,1,,3,1,0
2,246076224607624,246076224607624+1206660+0,North White Plains,545,0,,14,1,0
